Event,Event Start Time,Event End Time
45,035 20:18:01.120486,035 20:18:01.170428
44,035 20:18:02.120566,035 20:18:02.170549
71,035 20:18:04.120555,035 20:18:04.170566
45.5,035 20:18:05.120602,035 20:18:05.170706
43.5,035 20:18:06.120672,035 20:18:06.170640
41.5,035 20:18:07.120679,035 20:18:07.170681
42.5,035 20:18:08.120701,035 20:18:08.170739
43.5,035 20:18:09.120809,035 20:18:09.170857
44,035 20:18:11.120815,035 20:18:11.170822
43.5,035 20:18:12.120934,035 20:18:12.170973
44,035 20:18:14.120935,035 20:18:14.170944
43.5,035 20:18:15.121043,035 20:18:15.171091
44,035 20:18:16.121018,035 20:18:16.171020
43.5,035 20:18:17.121045,035 20:18:17.171057
44,035 20:18:18.121083,035 20:18:18.171223
43.5,035 20:18:22.121318,035 20:18:22.171351
45,035 20:18:23.121334,035 20:18:23.171329
45.5,035 20:18:24.121325,035 20:18:24.171328
43,035 20:18:26.121390,035 20:18:26.171399
43.5,035 20:18:27.121457,035 20:18:27.171453
43,035 20:18:28.121571,035 20:18:28.171555
44.5,035 20:18:29.121520,035 20:18:29.171520
42.5,035 20:18:30.121542,035 20:18:30.171554
44.5,035 20:18:31.121640,035 20:18:31.171685
43,035 20:18:32.121632,035 20:18:32.171622
45,035 20:18:34.121702,035 20:18:34.171798
44.5,035 20:18:35.121796,035 20:18:35.171814
42.5,035 20:18:36.121773,035 20:18:36.171765
43.5,035 20:18:37.121855,035 20:18:37.171860
41.5,035 20:18:39.121881,035 20:18:39.171875
43,035 20:18:40.121905,035 20:18:40.171919
44.5,035 20:18:41.122063,035 20:18:41.172032
44,035 20:18:42.121988,035 20:18:42.171999
43.5,035 20:18:45.122175,035 20:18:45.172122
44,035 20:18:46.122146,035 20:18:46.172155
43,035 20:18:47.122182,035 20:18:47.172241
43.5,035 20:18:48.122323,035 20:18:48.172332
44,035 20:18:49.122284,035 20:18:49.172269
43.5,035 20:18:51.122460,035 20:18:51.172453
44.5,035 20:18:52.122389,035 20:18:52.172379
43.5,035 20:18:53.122412,035 20:18:53.172421
44,035 20:18:55.122491,035 20:18:55.172522
43.5,035 20:18:57.122632,035 20:18:57.172703
44,035 20:18:58.122646,035 20:18:58.172626
43.5,035 20:18:59.122653,035 20:18:59.172662
44,035 20:19:01.122835,035 20:19:01.172827
43.5,035 20:19:02.122793,035 20:19:02.172777
44,035 20:19:06.122951,035 20:19:06.172937
43.5,035 20:19:07.123099,035 20:19:07.173059
44,035 20:19:08.123009,035 20:19:08.173012
43.5,035 20:19:09.123063,035 20:19:09.173054
42.5,035 20:19:10.123157,035 20:19:10.173214
44,035 20:19:11.123122,035 20:19:11.173134
43.5,035 20:19:12.123158,035 20:19:12.173171
45.5,035 20:19:13.123201,035 20:19:13.173244
44,035 20:19:14.123341,035 20:19:14.173329
43.5,035 20:19:15.123299,035 20:19:15.173285
44,035 20:19:18.123473,035 20:19:18.173459
43.5,035 20:19:21.123522,035 20:19:21.173510
44,035 20:19:23.123665,035 20:19:23.173675
43.5,035 20:19:24.123658,035 20:19:24.173639
69.5,035 20:19:25.123667,035 20:19:25.173675
70.5,035 20:19:26.123706,035 20:19:26.173817
71.5,035 20:19:28.123784,035 20:19:28.173781
70,035 20:19:29.123831,035 20:19:29.173825
45,035 20:19:30.123977,035 20:19:30.173953
43.5,035 20:19:31.123889,035 20:19:31.173901
42.5,035 20:19:32.123940,035 20:19:32.173942
42,035 20:19:33.124035,035 20:19:33.174044
42.5,035 20:19:35.124070,035 20:19:35.174059
41.5,035 20:19:36.124191,035 20:19:36.174296
42.5,035 20:19:37.124150,035 20:19:37.174142
43.5,035 20:19:38.124188,035 20:19:38.174184
44,035 20:19:39.124264,035 20:19:39.174302
43.5,035 20:19:40.124324,035 20:19:40.174306
43,035 20:19:44.124426,035 20:19:44.174402
43.5,035 20:19:45.124448,035 20:19:45.174451
44,035 20:19:46.124563,035 20:19:46.174583
42.5,035 20:19:47.124562,035 20:19:47.174526
43,035 20:19:48.124564,035 20:19:48.174561
43.5,035 20:19:49.124645,035 20:19:49.174705
43,035 20:19:51.124673,035 20:19:51.174665
43.5,035 20:19:52.124715,035 20:19:52.174836
44,035 20:19:53.124937,035 20:19:53.174760
43.5,035 20:19:54.124797,035 20:19:54.174782
42.5,035 20:19:55.124821,035 20:19:55.174817
44,035 20:19:56.124941,035 20:19:56.174981
43.5,035 20:19:57.124894,035 20:19:57.174904
44,035 20:19:59.125055,035 20:19:59.175095
43.5,035 20:20:00.125012,035 20:20:00.175021
44,035 20:20:01.125044,035 20:20:01.175059
43,035 20:20:02.125196,035 20:20:02.175299
42.5,035 20:20:04.125186,035 20:20:04.175189
45,035 20:20:05.125233,035 20:20:05.175340
44,035 20:20:06.125332,035 20:20:06.175278
42.5,035 20:20:07.125315,035 20:20:07.175303
42,035 20:20:08.125339,035 20:20:08.175335
42.5,035 20:20:09.125478,035 20:20:09.175449
43,035 20:20:10.125402,035 20:20:10.175412
43.5,035 20:20:11.125453,035 20:20:11.175446
43,035 20:20:13.125553,035 20:20:13.175528
43.5,035 20:20:14.125563,035 20:20:14.175572
44,035 20:20:15.125694,035 20:20:15.175716
43,035 20:20:16.125666,035 20:20:16.175641
44.5,035 20:20:17.125681,035 20:20:17.175676
44,035 20:20:19.125855,035 20:20:19.175769
43,035 20:20:20.125809,035 20:20:20.175806
44,035 20:20:22.125950,035 20:20:22.175980
45,035 20:20:23.125901,035 20:20:23.175905
44,035 20:20:24.125935,035 20:20:24.175948
43.5,035 20:20:25.126075,035 20:20:25.176067
44,035 20:20:26.126011,035 20:20:26.176023
43,035 20:20:27.126112,035 20:20:27.176126
44,035 20:20:28.126207,035 20:20:28.176237
43.5,035 20:20:29.126148,035 20:20:29.176146
43,035 20:20:30.126186,035 20:20:30.176183
43.5,035 20:20:33.126283,035 20:20:33.176290
43,035 20:20:35.126462,035 20:20:35.176428
42.5,035 20:20:37.126433,035 20:20:37.176438
43,035 20:20:38.126532,035 20:20:38.176596
42.5,035 20:20:40.126567,035 20:20:40.176560
43.5,035 20:20:41.126767,035 20:20:41.176826
43,035 20:20:42.126638,035 20:20:42.176642
44.5,035 20:20:43.126653,035 20:20:43.176662
43.5,035 20:20:44.126769,035 20:20:44.176845
44,035 20:20:45.126825,035 20:20:45.176753
43,035 20:20:46.126778,035 20:20:46.176788
43.5,035 20:20:48.126949,035 20:20:48.176953
44.5,035 20:20:51.127105,035 20:20:51.177053
44,035 20:20:53.127061,035 20:20:53.177064
43.5,035 20:20:54.127227,035 20:20:54.177181
43,035 20:20:55.127123,035 20:20:55.177151
42,035 20:20:56.127165,035 20:20:56.177181
42.5,035 20:20:57.127303,035 20:20:57.177334
53.5,035 20:20:58.127319,035 20:20:58.177262
53,035 20:20:59.127276,035 20:20:59.177291
53.5,035 20:21:00.127373,035 20:21:00.177326
42,035 20:21:01.127450,035 20:21:01.177423
43.5,035 20:21:02.127415,035 20:21:02.177405
41.5,035 20:21:03.127484,035 20:21:03.177443
41,035 20:21:04.127571,035 20:21:04.177587
42,035 20:21:05.127532,035 20:21:05.177527
43.5,035 20:21:06.127566,035 20:21:06.177563
43,035 20:21:07.127703,035 20:21:07.177728
43.5,035 20:21:08.127652,035 20:21:08.177640
43,035 20:21:09.127721,035 20:21:09.177677
42,035 20:21:10.127739,035 20:21:10.177794
42.5,035 20:21:11.127812,035 20:21:11.177752
43,035 20:21:12.127799,035 20:21:12.177809
42.5,035 20:21:14.128002,035 20:21:14.177944
42,035 20:21:15.127953,035 20:21:15.177907
43,035 20:21:16.127952,035 20:21:16.177949
43.5,035 20:21:17.128098,035 20:21:17.178057
42.5,035 20:21:18.128028,035 20:21:18.178026
43,035 20:21:20.128223,035 20:21:20.178199
42.5,035 20:21:21.128240,035 20:21:21.178206
43.5,035 20:21:23.128223,035 20:21:23.178309
42.5,035 20:21:24.128379,035 20:21:24.178264
43.5,035 20:21:25.128314,035 20:21:25.178308
42,035 20:21:26.128340,035 20:21:26.178347
42.5,035 20:21:27.128495,035 20:21:27.178451
43,035 20:21:28.128432,035 20:21:28.178427
70.5,035 20:21:31.128541,035 20:21:31.178544
47.5,035 20:21:32.128568,035 20:21:32.178570
44,035 20:21:33.128723,035 20:21:33.178728
43,035 20:21:34.128655,035 20:21:34.178646
42,035 20:21:35.128672,035 20:21:35.178675
42.5,035 20:21:37.128803,035 20:21:37.178752
43,035 20:21:40.128959,035 20:21:40.179002
43.5,035 20:21:44.129018,035 20:21:44.179025
44,035 20:21:45.129068,035 20:21:45.179065
43,035 20:21:46.129167,035 20:21:46.179199
43.5,035 20:21:48.129186,035 20:21:48.179174
43,035 20:21:50.129304,035 20:21:50.179246
43.5,035 20:21:56.129574,035 20:21:56.179582
43,035 20:21:57.129535,035 20:21:57.179580
43.5,035 20:21:59.129655,035 20:21:59.179688
43,035 20:22:02.129702,035 20:22:02.179831
43.5,035 20:22:03.129870,035 20:22:03.179760
43,035 20:22:04.129798,035 20:22:04.179794
43.5,035 20:22:06.129960,035 20:22:06.179980
44,035 20:22:07.129901,035 20:22:07.179905
43.5,035 20:22:08.129934,035 20:22:08.179947
44,035 20:22:11.130055,035 20:22:11.180064
43,035 20:22:12.130143,035 20:22:12.180228
44,035 20:22:13.130168,035 20:22:13.180149
43.5,035 20:22:14.130170,035 20:22:14.180183
44,035 20:22:18.130338,035 20:22:18.180334
43.5,035 20:22:19.130464,035 20:22:19.180486
43,035 20:22:20.130406,035 20:22:20.180412
43.5,035 20:22:24.130564,035 20:22:24.180567
43,035 20:22:25.130597,035 20:22:25.180725
43.5,035 20:22:27.130692,035 20:22:27.180698
43,035 20:22:30.130810,035 20:22:30.180863
43.5,035 20:22:31.130825,035 20:22:31.180835
43,035 20:22:33.130895,035 20:22:33.180909
43.5,035 20:22:35.131092,035 20:22:35.181072
44,035 20:22:42.131351,035 20:22:42.181370
43.5,035 20:22:43.131292,035 20:22:43.181292
44,035 20:22:47.131430,035 20:22:47.181437
43.5,035 20:22:49.131525,035 20:22:49.181520
43,035 20:22:50.131571,035 20:22:50.181568
43.5,035 20:22:51.131629,035 20:22:51.181711
43,035 20:22:57.131823,035 20:22:57.181827
42.5,035 20:22:58.131907,035 20:22:58.181969
43,035 20:23:00.131931,035 20:23:00.181944
42.5,035 20:23:01.132067,035 20:23:01.182090
43,035 20:23:02.132020,035 20:23:02.182021
43.5,035 20:23:03.132049,035 20:23:03.182055
43,035 20:23:04.132136,035 20:23:04.182199
43.5,035 20:23:05.132161,035 20:23:05.182140
42.5,035 20:23:08.132344,035 20:23:08.182336
43,035 20:23:09.132289,035 20:23:09.182291
43.5,035 20:23:13.132455,035 20:23:13.182452
43,035 20:23:14.132567,035 20:23:14.182607
56.5,035 20:23:16.132549,035 20:23:16.182553
57,035 20:23:17.132590,035 20:23:17.182706
43.5,035 20:23:18.132726,035 20:23:18.182689
57.5,035 20:23:19.132664,035 20:23:19.182668
43.5,035 20:23:20.132706,035 20:23:20.182709
43,035 20:23:21.132804,035 20:23:21.182867
43.5,035 20:23:22.132786,035 20:23:22.182789
43,035 20:23:23.132823,035 20:23:23.182828
43.5,035 20:23:26.132937,035 20:23:26.182939
42.5,035 20:23:27.133028,035 20:23:27.183109
43,035 20:23:28.133017,035 20:23:28.183021
42.5,035 20:23:29.133051,035 20:23:29.183062
57,035 20:23:30.133091,035 20:23:30.183097
56.5,035 20:23:32.133181,035 20:23:32.183188
57,035 20:23:33.133214,035 20:23:33.183216
56.5,035 20:23:36.133325,035 20:23:36.183326
57.5,035 20:23:38.133493,035 20:23:38.183523
56.5,035 20:23:40.133475,035 20:23:40.183483
61.5,035 20:23:41.133625,035 20:23:41.183637
59,035 20:23:42.133553,035 20:23:42.183558
58.5,035 20:23:43.133591,035 20:23:43.183599
62.5,035 20:23:44.133695,035 20:23:44.183752
58.5,035 20:23:45.133690,035 20:23:45.183678
44,035 20:23:46.133705,035 20:23:46.183709
43.5,035 20:23:47.133763,035 20:23:47.183879
43,035 20:23:48.133864,035 20:23:48.183821
43.5,035 20:23:49.133822,035 20:23:49.183831
43,035 20:23:51.133999,035 20:23:51.184022
42.5,035 20:23:52.133958,035 20:23:52.183959
42,035 20:23:53.133991,035 20:23:53.183992
42.5,035 20:23:54.134097,035 20:23:54.184139
43,035 20:23:55.134086,035 20:23:55.184070
43.5,035 20:24:02.134341,035 20:24:02.184343
43,035 20:24:04.134509,035 20:24:04.184619
42.5,035 20:24:09.134600,035 20:24:09.184607
43,035 20:24:12.134737,035 20:24:12.184739
42.5,035 20:24:22.135131,035 20:24:22.185126
43,035 20:24:26.135309,035 20:24:26.185354
42.5,035 20:24:27.135427,035 20:24:27.185347
55,035 20:24:28.135385,035 20:24:28.185371
43.5,035 20:24:29.135395,035 20:24:29.185409
74.5,035 20:24:30.135533,035 20:24:30.185557
48,035 20:24:31.135528,035 20:24:31.185485
46,035 20:24:32.135529,035 20:24:32.185519
44.5,035 20:24:33.135655,035 20:24:33.185700
43.5,035 20:24:34.135605,035 20:24:34.185664
42.5,035 20:24:35.135639,035 20:24:35.185634
42,035 20:24:36.135870,035 20:24:36.185799
42.5,035 20:24:38.135795,035 20:24:38.185753
43,035 20:24:40.135936,035 20:24:40.185848
42,035 20:24:42.135915,035 20:24:42.185915
42.5,035 20:24:43.136066,035 20:24:43.186062
42,035 20:24:45.136030,035 20:24:45.186029
42.5,035 20:24:46.136222,035 20:24:46.186185
42,035 20:24:48.136146,035 20:24:48.186137
42.5,035 20:24:49.136239,035 20:24:49.186295
57,035 20:24:54.136373,035 20:24:54.186362
56,035 20:24:55.136411,035 20:24:55.186420
43,035 20:24:56.136511,035 20:24:56.186543
42,035 20:24:57.136490,035 20:24:57.186496
42.5,035 20:24:58.136519,035 20:24:58.186523
57,035 20:24:59.136647,035 20:24:59.186642
56.5,035 20:25:00.136606,035 20:25:00.186597
56,035 20:25:01.136621,035 20:25:01.186625
56.5,035 20:25:03.136726,035 20:25:03.186707
57,035 20:25:09.137049,035 20:25:09.187046
57.5,035 20:25:10.136984,035 20:25:10.186976
57,035 20:25:11.137005,035 20:25:11.187014
57.5,035 20:25:13.137098,035 20:25:13.187091
57,035 20:25:14.137117,035 20:25:14.187128
56.5,035 20:25:15.137189,035 20:25:15.187271
43,035 20:25:16.137319,035 20:25:16.187216
42.5,035 20:25:17.137237,035 20:25:17.187242
42,035 20:25:24.137524,035 20:25:24.187519
54,035 20:25:25.137645,035 20:25:25.187674
42.5,035 20:25:26.137603,035 20:25:26.187599
43,035 20:25:35.138023,035 20:25:35.188054
42.5,035 20:25:36.138005,035 20:25:36.188000
42,035 20:25:38.138173,035 20:25:38.188155
42.5,035 20:25:39.138111,035 20:25:39.188094
43,035 20:25:40.138144,035 20:25:40.188140
42.5,035 20:25:41.138165,035 20:25:41.188263
42,035 20:25:42.138320,035 20:25:42.188214
42.5,035 20:25:43.138256,035 20:25:43.188255
43,035 20:25:46.138377,035 20:25:46.188368
42.5,035 20:25:47.138399,035 20:25:47.188407
43,035 20:25:49.138493,035 20:25:49.188484
42,035 20:25:50.138520,035 20:25:50.188522
42.5,035 20:25:51.139674,035 20:25:51.188663
42,035 20:25:52.138623,035 20:25:52.188606
42.5,035 20:25:53.138642,035 20:25:53.188639
43,035 20:25:54.138735,035 20:25:54.188776
41.5,035 20:25:55.138785,035 20:25:55.188712
42,035 20:25:58.138902,035 20:25:58.188951
41.5,035 20:26:02.139001,035 20:26:02.188991
42,035 20:26:03.139037,035 20:26:03.189028
41.5,035 20:26:04.139120,035 20:26:04.189189
42,035 20:26:09.139271,035 20:26:09.189264
41.5,035 20:26:10.139298,035 20:26:10.189308
42,035 20:26:12.139388,035 20:26:12.189378
41.5,035 20:26:15.139509,035 20:26:15.189504
42,035 20:26:16.139530,035 20:26:16.189540
42.5,035 20:26:24.139971,035 20:26:24.189955
42,035 20:26:25.139890,035 20:26:25.189893
42.5,035 20:26:28.139999,035 20:26:28.190010
42,035 20:26:29.140081,035 20:26:29.190067
55,035 20:26:30.140137,035 20:26:30.190198
54.5,035 20:26:31.140144,035 20:26:31.190120
54,035 20:26:32.140155,035 20:26:32.190180
53,035 20:26:34.140338,035 20:26:34.190253
54,035 20:26:35.140286,035 20:26:35.190288
53.5,035 20:26:36.140321,035 20:26:36.190328
54,035 20:26:38.140451,035 20:26:38.190408
53.5,035 20:26:39.140429,035 20:26:39.190431
42,035 20:26:40.140570,035 20:26:40.190602
42.5,035 20:26:42.140619,035 20:26:42.190552
42,035 20:26:43.140621,035 20:26:43.190713
41.5,035 20:26:44.140669,035 20:26:44.190632
42,035 20:26:46.140717,035 20:26:46.190774
42.5,035 20:26:47.140826,035 20:26:47.190766
41.5,035 20:26:48.140780,035 20:26:48.190780
153,035 20:26:56.141113,035 20:26:56.191199
151.5,035 20:26:57.141125,035 20:26:57.191120
69.5,035 20:26:58.141162,035 20:26:58.191160
42,035 20:26:59.141214,035 20:26:59.191276
42.5,035 20:27:00.141306,035 20:27:00.191326
43.5,035 20:27:02.141303,035 20:27:02.191314
42.5,035 20:27:03.141400,035 20:27:03.191459
42,035 20:27:04.141376,035 20:27:04.191382
42.5,035 20:27:05.141419,035 20:27:05.191421
41.5,035 20:27:06.141532,035 20:27:06.191570
42.5,035 20:27:07.141500,035 20:27:07.191500
42,035 20:27:08.141534,035 20:27:08.191537
41.5,035 20:27:09.141633,035 20:27:09.191708
42,035 20:27:11.141649,035 20:27:11.191653
41.5,035 20:27:12.141680,035 20:27:12.191790
42,035 20:27:13.141810,035 20:27:13.191840
41.5,035 20:27:15.141802,035 20:27:15.191812
41,035 20:27:19.142082,035 20:27:19.192053
40.5,035 20:27:22.142122,035 20:27:22.192198
41,035 20:27:24.142188,035 20:27:24.192178
41.5,035 20:27:25.142225,035 20:27:25.192285
41,035 20:27:27.142314,035 20:27:27.192295
41.5,035 20:27:28.142324,035 20:27:28.192327
41,035 20:27:30.142414,035 20:27:30.192409
41.5,035 20:27:32.142703,035 20:27:32.192703
41,035 20:27:49.143149,035 20:27:49.193153
40.5,035 20:27:53.143318,035 20:27:53.193306
41,035 20:27:56.143426,035 20:27:56.193413
41.5,035 20:28:00.143569,035 20:28:00.193561
42,035 20:28:02.143664,035 20:28:02.193660
42.5,035 20:28:03.143678,035 20:28:03.193674
42,035 20:28:06.143800,035 20:28:06.193878
41.5,035 20:28:10.143940,035 20:28:10.193949
41,035 20:28:11.144085,035 20:28:11.194058
40.5,035 20:28:12.144022,035 20:28:12.194027
41,035 20:28:13.144075,035 20:28:13.194080
41.5,035 20:28:15.144227,035 20:28:15.194156
41,035 20:28:16.144200,035 20:28:16.194195
40.5,035 20:28:17.144228,035 20:28:17.194270
41,035 20:28:18.144327,035 20:28:18.194298
41.5,035 20:28:20.144352,035 20:28:20.194341
41,035 20:28:21.144446,035 20:28:21.194490
40.5,035 20:28:22.144406,035 20:28:22.194419
41,035 20:28:26.144565,035 20:28:26.194570
41.5,035 20:28:27.144675,035 20:28:27.194728
42,035 20:28:29.144699,035 20:28:29.194698
41.5,035 20:28:30.144737,035 20:28:30.194765
41,035 20:28:46.145369,035 20:28:46.195362
41.5,035 20:28:49.145472,035 20:28:49.195478
41,035 20:28:50.145619,035 20:28:50.195594
41.5,035 20:28:51.145544,035 20:28:51.195556
42,035 20:28:53.145695,035 20:28:53.195746
41,035 20:28:54.145718,035 20:28:54.195738
40.5,035 20:28:55.145695,035 20:28:55.195707
41,035 20:28:56.145761,035 20:28:56.195833
40.5,035 20:28:57.145864,035 20:28:57.195794
42,035 20:28:58.145822,035 20:28:58.195825
41,035 20:28:59.145858,035 20:28:59.195868
40.5,035 20:29:00.145950,035 20:29:00.196005
41,035 20:29:01.145930,035 20:29:01.195944
40.5,035 20:29:03.145227,035 20:29:03.195222
41,035 20:29:05.145224,035 20:29:05.195208
40.5,035 20:29:06.145346,035 20:29:06.195335
41,035 20:29:07.145298,035 20:29:07.195280
40.5,035 20:29:08.145310,035 20:29:08.195320
41,035 20:29:10.145410,035 20:29:10.195412
41.5,035 20:29:11.145434,035 20:29:11.195440
42,035 20:29:16.145697,035 20:29:16.195645
42.5,035 20:29:19.145836,035 20:29:19.195769
42,035 20:29:20.145802,035 20:29:20.195810
41.5,035 20:29:22.145964,035 20:29:22.195962
42,035 20:29:26.146041,035 20:29:26.196043
42.5,035 20:29:28.146192,035 20:29:28.196225
42,035 20:29:29.146153,035 20:29:29.196160
41,035 20:29:34.146354,035 20:29:34.196398
40.5,035 20:29:39.146569,035 20:29:39.196560
40,035 20:29:40.146586,035 20:29:40.196599
40.5,035 20:29:45.146799,035 20:29:45.196800
41,035 20:29:47.146959,035 20:29:47.196999
41.5,035 20:29:50.147075,035 20:29:50.197116
41,035 20:29:53.147179,035 20:29:53.197237
40.5,035 20:29:57.147300,035 20:29:57.197283
41.5,035 20:29:59.147402,035 20:29:59.197452
41,035 20:30:00.147483,035 20:30:00.197428
40.5,035 20:30:01.147453,035 20:30:01.197444
40,035 20:30:05.147633,035 20:30:05.197606
40.5,035 20:30:06.147734,035 20:30:06.197677
40,035 20:30:07.147674,035 20:30:07.197676
40.5,035 20:30:11.147828,035 20:30:11.197837
40,035 20:30:13.147926,035 20:30:13.197912
40.5,035 20:30:14.147948,035 20:30:14.197956
41,035 20:30:15.148102,035 20:30:15.198087
41.5,035 20:30:19.148153,035 20:30:19.198154
41,035 20:30:20.148206,035 20:30:20.198192
40.5,035 20:30:28.148524,035 20:30:28.198520
41,035 20:30:34.148856,035 20:30:34.198783
40.5,035 20:30:39.148970,035 20:30:39.198972
41,035 20:30:42.149086,035 20:30:42.199091
40.5,035 20:30:43.149247,035 20:30:43.199240
41,035 20:30:44.149170,035 20:30:44.199173
41.5,035 20:30:49.149476,035 20:30:49.199471
41,035 20:30:51.149450,035 20:30:51.199456
40.5,035 20:30:54.149584,035 20:30:54.200536
41,035 20:30:58.149872,035 20:30:58.199831
40.5,035 20:31:00.149826,035 20:31:00.200768
41,035 20:31:02.149935,035 20:31:02.199887
40.5,035 20:31:03.149926,035 20:31:03.199928
41,035 20:31:04.149983,035 20:31:04.200035
40.5,035 20:31:06.150051,035 20:31:06.201008
41,035 20:31:08.150202,035 20:31:08.200190
41.5,035 20:31:11.150321,035 20:31:11.200307
41,035 20:31:12.150263,035 20:31:12.200272
41.5,035 20:31:14.150430,035 20:31:14.200440
42,035 20:31:16.150425,035 20:31:16.200427
41.5,035 20:31:18.150509,035 20:31:18.200521
42,035 20:31:19.150545,035 20:31:19.200555
42.5,035 20:31:21.151514,035 20:31:21.201512
42,035 20:31:23.151667,035 20:31:23.201726
41.5,035 20:31:24.151633,035 20:31:24.201632
41,035 20:31:30.151924,035 20:31:30.201987
55,035 20:31:33.152053,035 20:31:33.202105
54.5,035 20:31:34.152028,035 20:31:34.202028
40.5,035 20:31:36.152133,035 20:31:36.202238
40,035 20:31:37.152207,035 20:31:37.202154
40.5,035 20:31:40.152390,035 20:31:40.202369
41,035 20:31:43.152459,035 20:31:43.202482
40.5,035 20:31:46.152542,035 20:31:46.202625
41,035 20:31:48.152565,035 20:31:48.202575
40.5,035 20:31:49.152620,035 20:31:49.202734
